State,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.Grow_Up_Area,Exact_Age,Q6.Ethnic_Group,Q7.No_of_Meals_Per_Day,Q8.No_of_Meals_Between_Intakes,Q9.Norms_for_Breakfast,Q9.Norms_for_Lunch,Q9.Norms_for_Dinner,Q9.Norms_for_Supper,Q9.Norms_for_Snack,Q9.Norms_for_TeaTime,Q10.Beverage_for_Breakfast,Q10.Beverage_for_Lunch,Q10.Beverage_for_Dinner,Q10.Beverage_for_Supper,Q10.Beverage_for_Snack,Q10.Beverage_for_TeaTime,Q11.NO._of_Times_Eat_at_Home_Last_Week,Q11.Recode_NO._of_Times_Eat_at_Home_Last_Week,Q11.Eat_Out_Ratio,Q13.Who_Cooks,Q14.Food_Must_Be,Q15a.Halal,Q15b.Halal,Q15c.Halal,Q15d.Halal,Q15e.Halal,Q15f.Halal,Q16.a,Q16.b,Q16.c,Q16.d,Q16.e,Q16.f,Q16.g,Q16.h,Q17.1,Q17.1rec1,Q17.1rec2,Q17.2,Q17.2rec1,Q19.a,Q19.b,Q22.a,Q22.b,Q22.c,Q29a.Religion,Q30.Religion
2,1,1,2,2,27,2,3,2,141,111,111,141,141,188,3,3,4,9,13,13,2,10,0.8333333333333334,8,1,1,1,1,2,2,1,3,3,4,4,4,2,2,2,168,82,14,101,Nasi kerabu,4,2,5,3,4,1,2
2,1,2,2,3,17,2,2,2,141,111,111,141,141,188,3,3,13,13,14,14,14,7,0.3333333333333333,6,1,1,1,1,2,2,1,2,2,3,3,2,2,4,2,188,4,2,131,Nasi Lemak,4,2,1,5,4,1,2
2,1,2,2,3,43,2,2,2,141,111,111,141,151,151,2,3,2,1,1,14,13,3,0.1875,1,1,1,1,1,2,2,1,3,3,3,3,2,3,3,3,168,100,7,188,Rendang,1,2,1,4,3,1,2
2,1,1,2,2,31,2,3,1,105,111,111,121,141,188,3,3,2,13,13,13,3,18,0.8571428571428571,8,1,1,1,1,1,2,1,3,3,2,3,3,3,2,3,188,206,21,140,Laksa,1,2,3,2,4,1,2
3,1,2,1,1,25,2,3,2,101,111,111,188,151,151,2,3,3,2,1,1,7,14,0.6666666666666666,8,1,1,1,1,2,2,1,1,3,3,3,3,3,2,3,188,105,10,101,Sambal Belacan,1,2,1,3,2,1,1
3,1,2,1,1,19,4,2,1,141,111,111,151,151,151,3,3,2,2,13,13,12,9,0.42857142857142855,6,1,2,2,2,2,2,1,3,3,3,3,3,3,3,3,188,116,17,188,Laksa,1,2,3,5,1,3,2
3,1,1,1,1,27,2,2,1,105,101,111,188,151,151,3,2,3,2,1,1,8,12,0.6,2,1,1,1,1,2,2,1,1,3,3,3,3,2,3,3,131,23,13,188,Sugar Cane,1,2,1,2,3,1,1
3,1,2,1,1,19,4,2,2,141,101,111,188,151,151,3,3,4,2,3,3,12,9,0.42857142857142855,6,1,2,2,2,2,2,2,3,3,3,2,3,3,3,3,188,100,7,188,Mee Mamak,1,2,1,3,4,3,2
3,1,1,1,1,27,2,2,2,101,111,111,188,151,151,2,2,3,2,1,1,12,7,0.3684210526315789,6,1,1,2,3,1,2,1,3,3,2,3,3,3,2,3,131,23,13,188,"Fried Rice, Fish",1,2,1,4,3,1,1
3,1,2,1,1,19,2,2,1,141,111,111,151,151,151,3,3,2,1,1,1,12,7,0.3684210526315789,6,1,1,1,1,2,2,1,3,3,2,2,3,2,3,2,188,100,7,188,Chicken Rice,1,2,1,2,4,1,1
3,1,2,1,1,26,2,2,1,101,111,101,141,151,151,3,1,9,9,3,2,12,12,0.5,8,1,1,1,1,1,1,1,4,3,2,2,3,3,3,2,188,100,7,188,Chicken Rice,1,2,1,3,2,1,1
3,1,1,1,1,60,4,3,1,121,101,101,151,151,151,2,1,1,1,1,1,13,10,0.43478260869565216,1,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,121,106,15,168,Local fruits,1,5,2,5,3,3,3
3,1,1,1,1,18,4,3,1,131,101,101,151,151,121,2,1,1,1,1,1,11,11,0.5,6,1,2,2,3,2,3,3,2,3,3,3,1,3,1,1,111,114,8,101,Koay Teow Soap,1,6,1,7,5,3,3
3,1,2,1,1,32,4,3,2,121,101,101,151,151,151,1,2,1,1,1,1,12,10,0.45454545454545453,1,4,2,2,2,2,3,3,2,3,3,2,2,3,1,1,121,106,15,188,Fried mee,4,1,3,1,6,3,3
3,1,1,1,1,19,4,3,1,121,101,101,151,151,151,1,1,1,1,1,1,13,10,0.43478260869565216,6,2,2,3,2,2,3,3,2,3,3,2,2,3,1,1,121,106,15,168,Fried Mee Hoon,1,6,6,3,5,3,3
3,1,1,1,1,40,4,3,1,131,101,101,151,121,121,1,9,1,1,1,1,14,8,0.36363636363636365,2,3,2,2,3,2,2,3,2,3,2,2,2,3,1,1,188,103,9,105,Kuih Muih,4,1,5,2,7,3,3
3,1,2,1,1,40,4,3,1,121,101,101,151,151,151,1,1,1,1,1,1,12,10,0.45454545454545453,1,2,2,2,2,2,3,3,2,3,2,3,2,3,1,1,105,204,20,168,Fried Rice,1,4,3,4,7,3,3
3,1,1,1,1,33,4,4,2,141,101,101,151,121,188,9,2,1,1,1,1,14,10,0.4166666666666667,6,4,2,3,2,3,3,3,1,3,2,2,2,3,2,2,101,206,21,121,Nasi Lemak,1,4,4,1,3,3,3
3,1,1,1,1,21,4,4,2,121,101,101,151,151,151,1,9,1,1,1,1,10,8,0.4444444444444444,6,4,2,2,3,2,3,3,2,3,3,3,2,3,3,3,111,114,8,121,Bihun,1,4,5,1,3,3,5
3,1,2,1,1,37,4,3,1,101,101,101,151,151,151,1,2,1,1,1,1,10,10,0.5,1,2,2,2,3,2,3,3,2,3,2,3,3,3,2,2,101,206,21,105,Sambal,1,6,5,1,4,3,3
3,1,1,1,1,61,4,3,1,141,101,101,151,121,151,1,13,1,1,1,1,12,10,0.45454545454545453,1,1,2,2,3,2,3,3,2,3,3,3,1,3,2,2,168,113,2,105,Beef Rice,1,5,2,6,4,3,3
3,1,2,1,1,50,2,2,2,131,101,111,188,115,151,2,4,13,9,13,13,22,5,0.18518518518518517,1,1,1,1,2,2,1,1,3,1,3,3,3,2,2,2,188,15,9,105,Lemang,1,4,3,5,6,1,2
3,1,2,1,1,50,2,2,2,121,111,111,188,115,151,4,3,4,3,4,4,7,21,0.75,1,1,1,1,1,2,2,1,3,3,3,3,3,3,2,2,188,111,9,188,Ketupat,1,4,1,3,5,1,1
3,1,2,2,2,55,2,3,1,105,101,101,115,115,151,4,3,3,4,4,3,18,10,0.35714285714285715,1,1,1,1,1,2,2,1,3,3,3,4,2,4,4,2,121,8,6,105,Roti canai,5,1,1,5,3,1,3
3,1,1,1,1,24,3,4,2,101,101,111,181,181,135,4,4,4,14,14,4,7,14,0.6666666666666666,6,1,2,3,3,3,3,2,4,3,3,4,3,3,3,3,121,82,14,121,Roti canai,1,4,7,1,5,2,2
3,1,2,2,2,62,2,3,1,105,101,101,188,115,151,4,4,4,3,4,4,30,2,0.0625,1,1,1,1,1,2,2,1,3,1,3,3,3,4,2,2,160,8,6,160,Nasi Budu,1,5,1,5,3,1,3
3,1,2,1,1,33,2,2,2,141,101,111,151,151,151,4,3,3,13,13,13,13,7,0.35,1,1,1,1,1,2,2,1,2,3,3,3,3,3,3,2,131,31,9,188,Mee Hoon Soup,1,2,3,1,4,1,1
3,1,2,1,1,18,2,3,1,141,111,111,151,151,151,3,3,2,1,1,1,12,7,0.3684210526315789,6,1,1,1,1,2,2,1,3,3,2,3,3,2,3,2,188,100,7,188,Roti canai,1,2,1,4,2,1,1
3,1,2,1,1,28,2,2,1,101,111,101,141,151,151,3,1,9,9,3,2,12,12,0.5,8,4,1,1,1,1,1,1,3,3,3,2,3,3,3,2,131,100,7,140,Rendang,1,2,1,2,3,1,1
3,1,2,1,1,58,2,3,2,131,101,111,188,115,151,2,4,13,9,13,13,22,5,0.18518518518518517,1,1,1,1,2,2,1,1,3,1,3,3,2,2,2,3,101,15,9,140,Sambal,4,1,5,3,6,1,2
3,1,1,3,3,50,2,3,2,101,188,188,151,115,151,1,1,1,4,4,4,14,14,0.5,6,2,1,1,1,2,2,2,2,3,3,3,3,2,3,3,121,206,21,105,Masak kicap,1,4,5,3,6,1,2
3,1,2,2,2,51,2,3,1,105,101,101,115,115,151,4,3,3,4,4,3,18,10,0.35714285714285715,1,1,1,1,1,1,1,1,3,3,3,4,2,4,3,2,121,8,6,101,Satay,5,1,3,5,1,1,3
3,1,1,2,1,28,3,3,2,101,101,111,181,181,135,4,4,4,14,14,4,7,14,0.6666666666666666,6,1,2,3,2,3,2,2,3,3,3,4,3,3,3,2,121,82,14,121,Ulam,1,4,7,1,5,2,2
4,1,1,2,2,18,4,3,2,101,111,111,181,181,181,1,1,1,14,14,14,19,2,0.09523809523809523,6,4,1,2,2,1,1,1,2,2,2,2,2,2,1,1,101,206,21,105,Serai,1,3,3,5,7,5,3
4,1,1,1,1,25,4,3,2,101,101,111,181,115,181,9,1,1,14,13,14,8,13,0.6190476190476191,6,1,2,2,2,2,1,2,2,3,3,3,2,3,2,2,121,106,15,170,Nasi goreng,6,1,7,8,1,3,4
4,1,2,1,1,23,2,2,2,101,101,188,181,181,181,1,13,3,14,14,14,0,21,1.0,9,3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,121,106,15,140,Rendang,3,4,1,5,8,1,2
4,1,1,3,2,62,2,2,2,141,111,188,151,115,131,4,3,1,3,3,2,14,0,0.0,2,1,1,1,1,1,2,1,4,1,1,2,3,4,1,1,101,206,21,111,Onion,1,4,6,8,4,1,2
4,1,1,3,3,45,2,2,2,105,101,111,188,121,151,4,1,3,2,2,4,14,0,0.0,2,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,101,206,21,111,Curry,1,4,7,1,4,1,2
4,1,2,3,2,29,2,1,2,105,111,188,115,188,188,2,1,3,3,2,3,14,0,0.0,1,1,1,1,1,1,2,1,4,1,1,2,2,4,2,2,111,114,8,105,Lemang,1,5,3,6,1,1,3
4,1,1,1,1,24,4,3,1,101,101,111,181,181,181,2,3,1,14,14,14,6,15,0.7142857142857143,6,1,2,2,2,2,1,2,2,1,3,3,2,3,2,2,131,185,13,140,Nasi lemak,1,2,1,3,5,3,3
4,1,1,1,2,45,4,3,1,101,101,111,181,181,181,2,1,1,14,14,14,7,14,0.6666666666666666,6,3,2,2,2,3,1,2,3,1,3,3,2,2,2,2,121,106,15,101,Rojak,2,1,3,4,1,3,3
4,1,2,1,1,58,2,2,2,105,111,111,188,141,151,4,1,3,3,2,2,14,0,0.0,1,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,111,114,8,188,Chicken,1,4,4,1,7,1,2
4,1,1,1,1,35,2,2,2,105,111,111,188,141,151,4,1,3,3,2,2,14,0,0.0,1,1,1,1,1,1,2,1,4,1,1,3,2,4,1,1,101,206,21,111,Nasi Lemak,1,4,7,5,1,1,1
4,1,1,1,1,29,2,2,2,131,188,111,121,188,151,4,3,3,2,2,4,14,0,0.0,6,1,1,1,1,1,2,1,4,1,1,3,3,4,1,1,188,118,9,111,Nasi Lemak,1,4,5,4,1,1,2
4,1,1,3,3,64,2,2,2,101,111,188,188,115,151,2,1,4,2,3,3,14,1,0.06666666666666667,2,1,1,1,1,1,1,1,4,1,1,2,2,4,2,2,188,4,2,131,Nasi kuning,1,4,4,2,6,1,3
4,1,1,3,3,42,2,2,2,105,111,188,121,151,151,3,2,1,3,1,3,14,2,0.125,6,1,1,1,1,1,2,1,4,3,1,2,3,4,2,2,105,3,1,188,Nasi kuning,1,4,4,1,8,1,2
4,1,1,3,3,36,2,3,2,105,111,111,121,121,151,2,3,4,3,3,3,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,3,2,1,1,4,4,1,1,105,200,18,121,laksa,1,4,6,3,1,1,3
4,1,1,3,3,16,2,2,2,105,101,111,188,115,121,2,3,2,3,13,2,5,9,0.6428571428571429,6,3,1,1,1,1,1,1,3,1,2,2,3,4,1,1,105,20,12,101,Rendang,1,2,3,6,4,1,3
4,1,1,1,1,49,4,3,2,101,101,111,181,181,151,2,1,1,14,14,2,14,7,0.3333333333333333,1,1,2,2,2,2,1,2,3,1,3,2,1,3,3,2,121,106,15,121,rojak,5,6,1,4,7,3,3
4,1,2,1,1,16,4,4,2,131,101,111,151,121,181,6,1,1,6,9,14,25,7,0.21875,6,3,2,2,2,2,2,2,3,3,2,2,1,4,2,2,105,184,4,101,Mee,6,2,1,7,4,3,3
4,1,1,1,1,18,4,4,2,101,101,101,188,141,181,5,1,1,6,9,14,14,10,0.4166666666666667,6,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,140,116,17,101,Lontong,5,1,7,1,4,3,4
4,1,1,1,1,28,4,4,2,101,111,101,188,121,181,2,1,1,2,13,14,7,18,0.72,6,1,2,2,2,2,2,2,2,4,3,2,2,3,2,2,121,82,14,121,Satay,4,6,4,1,7,3,3
4,1,2,1,1,22,2,4,2,101,111,101,181,181,151,4,2,2,14,14,6,22,3,0.12,6,3,1,1,1,1,1,1,2,3,2,2,3,4,2,2,101,206,21,140,Mee,6,4,4,7,1,1,2
4,1,2,1,1,34,2,3,2,101,111,101,181,188,181,2,1,1,14,13,14,18,5,0.21739130434782608,1,2,1,1,1,1,1,1,2,1,3,2,3,4,2,2,140,112,16,101,roti canai,1,5,7,1,4,1,2
4,1,1,1,1,51,4,3,2,101,111,111,151,181,181,2,1,1,13,14,14,21,7,0.25,2,2,2,2,2,2,2,2,2,1,3,3,2,4,2,2,105,184,4,121,nasi kandar,5,4,1,4,7,3,3
4,1,1,1,1,15,2,4,2,101,111,101,188,141,151,5,1,1,6,6,11,20,5,0.2,6,3,1,1,1,1,1,1,2,3,2,2,3,4,2,2,101,206,21,140,Fried mee,4,6,4,1,7,1,3
4,1,1,1,1,23,2,4,2,105,101,111,181,188,181,4,3,3,14,3,14,12,14,0.5384615384615384,6,3,1,1,1,1,1,1,3,2,2,3,3,3,2,2,111,114,8,105,Nasi ayam,6,4,7,1,4,1,3
4,1,1,1,1,41,4,3,1,101,101,111,181,181,181,2,3,1,14,14,14,6,15,0.7142857142857143,2,2,2,2,2,2,3,2,1,1,4,3,2,3,2,2,131,185,13,140,Roti canai,1,2,5,4,1,3,3
4,1,1,1,1,40,3,3,1,121,101,101,181,181,181,2,1,1,14,14,14,7,14,0.6666666666666666,2,1,2,2,2,2,2,2,1,1,1,2,3,3,2,2,101,206,21,131,ice kacang,2,1,3,4,5,2,2
4,1,1,1,2,49,3,3,1,121,101,101,181,181,181,4,1,1,14,14,14,7,14,0.6666666666666666,2,1,2,2,2,2,1,2,1,1,1,2,3,3,2,2,101,206,21,111,laksa,2,1,5,4,3,2,2
4,1,1,1,1,22,4,3,2,101,101,111,151,181,181,2,2,13,13,4,4,7,14,0.6666666666666666,6,1,2,2,2,3,1,3,3,3,3,3,2,3,2,2,140,112,16,188,Tomato Rice,2,3,5,8,1,3,3
4,1,1,3,3,21,2,5,3,105,101,111,188,115,121,4,4,4,4,4,4,5,21,0.8076923076923077,6,2,1,1,1,1,1,1,2,3,3,3,3,3,2,2,121,82,14,101,Nasi briyani,1,2,2,3,4,1,2
4,1,1,3,3,41,2,5,3,101,111,101,188,115,121,4,4,4,4,4,4,15,22,0.5945945945945946,6,2,1,1,1,1,1,1,3,3,2,2,3,3,2,2,101,206,21,121,Roti canai,1,2,1,2,3,1,2
4,1,1,1,2,55,4,3,1,101,101,101,181,181,181,2,1,1,14,14,14,7,14,0.6666666666666666,2,1,2,2,2,2,2,2,2,1,3,2,1,4,2,2,131,185,13,140,Tom Yam,2,1,4,3,5,3,2
4,1,2,3,3,58,4,3,1,131,101,111,181,181,181,2,9,1,14,14,14,16,5,0.23809523809523808,1,1,1,2,2,3,1,3,3,3,3,3,1,3,2,2,101,206,21,121,Laksa,1,6,5,8,1,3,2
4,1,1,3,3,16,2,1,2,121,101,111,121,188,151,4,4,3,3,2,2,14,0,0.0,6,1,1,1,1,1,2,1,4,2,3,3,3,4,1,1,101,206,21,111,Burger,1,4,7,1,5,1,2
4,1,1,2,2,56,3,3,3,101,111,111,181,181,115,3,1,1,14,14,4,28,0,0.0,2,1,2,2,2,1,2,1,4,1,2,2,1,4,2,2,105,20,12,101,Nasi Lemak,4,1,1,9,7,4,1
4,1,1,3,3,34,3,3,2,105,111,111,181,181,131,4,1,1,14,14,4,7,21,0.75,6,1,2,2,2,2,2,1,2,4,4,4,4,4,2,2,111,120,8,111,Chicken Rice,1,4,1,4,5,2,3
4,1,2,2,2,38,3,3,2,101,111,111,181,181,188,2,1,1,14,14,4,7,21,0.75,1,1,1,1,1,1,2,1,2,4,2,4,2,4,2,2,101,206,21,111,Laksa,1,4,3,4,7,2,1
4,1,1,1,1,27,3,3,2,105,111,111,181,181,115,3,1,1,14,14,3,7,21,0.75,6,1,2,2,2,1,2,1,2,4,4,4,4,4,2,2,111,120,8,101,Mongoose Prawn,1,4,1,3,7,2,3
4,1,2,1,1,27,3,4,2,105,111,111,121,115,188,7,1,6,1,9,6,14,7,0.3333333333333333,6,1,3,3,3,3,3,1,1,4,2,2,2,4,1,1,101,206,21,111,Roti canai,1,6,5,2,1,2,1
5,1,1,1,2,36,2,3,2,105,101,111,151,151,135,3,3,3,1,3,3,2,18,0.9,8,1,1,1,1,1,2,1,4,4,2,4,4,2,1,2,105,202,20,140,Onion,1,5,5,4,8,1,3
5,1,2,1,2,57,2,5,2,101,111,101,115,188,135,5,1,1,13,6,6,23,8,0.25806451612903225,1,4,1,1,1,1,2,1,3,1,3,3,2,4,3,3,105,202,20,121,Fried Rice,1,6,7,6,8,1,2
5,1,2,1,1,51,3,3,2,105,101,101,181,188,188,2,9,1,1,1,1,14,0,0.0,1,4,1,1,3,2,2,3,2,1,2,2,2,2,2,2,105,184,4,105,Curry,1,4,8,5,7,4,1
5,1,2,1,1,20,3,2,2,131,111,188,181,115,181,2,1,1,1,2,4,14,8,0.36363636363636365,6,3,3,1,3,3,2,2,3,2,3,4,3,3,1,1,121,82,14,101,Vegetable,1,2,8,3,7,2,3
5,1,2,3,3,24,3,2,1,141,101,101,181,181,181,1,1,1,14,14,14,12,0,0.0,4,2,3,3,3,3,3,3,2,2,3,3,3,4,3,3,121,106,15,101,Lemang,1,4,6,7,3,4,2
5,1,1,1,1,19,3,3,2,141,111,111,181,181,151,13,1,1,14,14,3,21,0,0.0,6,1,2,2,2,2,1,2,3,1,4,4,4,4,3,3,101,206,21,105,BeeHoon Soup,4,2,2,1,7,2,2
5,1,1,1,1,26,3,3,2,101,111,188,181,181,135,9,1,2,14,14,3,7,14,0.6666666666666666,6,4,2,2,2,2,2,2,2,4,4,4,4,2,2,2,101,206,21,111,Budu,4,2,1,6,2,4,1
5,1,2,1,1,38,3,2,2,101,101,111,181,188,135,3,9,1,14,14,3,10,3,0.23076923076923078,1,3,3,2,2,2,2,2,2,4,2,1,1,2,2,2,101,206,21,121,Nasi lemak,2,1,5,7,3,2,2
5,1,2,1,3,33,2,3,2,121,101,111,115,151,135,2,9,1,6,13,3,20,4,0.16666666666666666,1,1,1,1,1,1,2,1,2,4,2,2,3,4,2,3,140,5,3,101,Prawn Mee,1,2,7,5,4,1,1
5,1,2,1,2,24,2,3,2,101,111,188,188,121,115,4,1,3,2,1,1,8,5,0.38461538461538464,1,1,1,1,1,1,3,1,2,4,1,4,2,4,2,1,111,114,8,101,Laksa,4,1,5,4,8,1,1
5,1,2,1,3,32,2,3,2,141,111,101,188,115,135,2,1,1,6,9,1,10,4,0.2857142857142857,1,1,1,1,1,1,2,1,4,3,2,3,3,4,4,3,105,184,4,111,Fried Rice,1,2,7,4,5,1,1
5,1,2,1,1,37,2,4,3,141,101,111,188,121,131,3,9,13,2,13,4,20,4,0.16666666666666666,1,1,1,1,1,1,2,1,2,3,2,2,3,3,2,2,111,114,8,101,Nasi Lemak,1,4,1,6,8,1,2
5,1,2,1,1,32,2,4,3,101,188,111,121,141,131,2,3,4,9,13,2,21,0,0.0,6,1,1,1,1,2,1,1,2,3,2,3,4,4,2,2,101,206,21,188,Nasi briyani,1,2,6,2,7,1,2
5,1,1,1,1,55,2,3,3,105,101,111,121,141,131,5,13,13,9,13,11,12,10,0.45454545454545453,2,1,1,1,1,2,2,1,3,2,2,3,4,4,2,2,111,114,8,101,Fried chicken,2,6,4,1,6,1,2
5,1,2,1,1,36,2,2,2,141,188,111,188,115,115,3,1,1,6,9,11,6,14,0.7,1,1,1,1,1,1,2,1,1,3,2,2,2,4,2,2,101,206,21,188,Yellow rice,1,4,4,3,1,1,2
5,1,2,1,1,55,4,3,2,101,101,111,181,181,151,2,1,1,1,1,2,18,3,0.14285714285714285,1,1,2,2,2,2,3,3,3,1,3,2,2,4,1,1,170,7,5,131,Bah Kut Teh,1,5,6,4,1,3,3
5,1,2,1,1,48,4,2,2,101,181,111,181,115,151,3,3,1,1,1,2,5,9,0.6428571428571429,8,1,2,2,2,2,3,3,4,1,3,3,2,3,1,1,105,184,4,160,Rendang,4,6,1,4,3,4,4
5,1,2,1,3,38,4,3,2,101,101,111,115,115,188,2,13,1,2,1,1,14,7,0.3333333333333333,1,3,2,2,2,2,2,2,1,1,4,2,2,4,2,2,170,7,5,101,Yong Tau Foo,1,2,1,4,5,3,3
5,1,2,1,3,58,4,2,2,101,181,111,181,115,181,2,1,2,1,1,1,11,3,0.21428571428571427,1,1,2,2,2,2,2,2,2,1,3,2,1,4,1,1,170,7,5,131,Curry,1,6,6,5,3,5,2
5,1,1,1,2,39,4,3,2,101,101,188,181,181,188,4,4,6,1,1,1,0,21,1.0,8,1,2,2,2,2,2,2,4,1,4,2,2,1,1,1,160,31,9,188,Lemang,6,1,3,5,1,3,2
5,1,2,1,1,64,4,3,2,101,111,111,181,115,131,2,1,13,1,1,6,20,1,0.04761904761904762,9,1,2,2,2,2,3,2,4,1,2,1,1,4,1,1,170,7,5,140,Rendang ayam,4,2,1,4,3,4,2
5,1,2,1,1,31,4,2,2,101,181,111,181,115,181,13,13,1,1,1,1,0,14,1.0,8,1,2,2,2,2,3,2,1,1,3,3,3,1,1,1,105,184,4,140,Nasi lemak,2,3,1,4,2,4,2
5,1,2,1,1,53,4,3,1,105,101,111,181,115,181,6,1,1,1,1,1,20,1,0.04761904761904762,1,2,2,2,2,2,2,2,2,1,2,2,1,4,1,1,160,82,14,131,Nasi lemak,6,2,1,3,4,3,2
5,1,1,1,2,24,4,3,2,105,111,188,188,181,181,1,13,2,1,14,14,2,12,0.8571428571428571,1,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,101,206,21,111,Nasi lemak,1,2,6,4,1,3,3
5,1,2,1,1,45,4,3,5,101,101,111,115,115,181,13,13,13,13,13,13,14,7,0.3333333333333333,1,1,2,2,2,2,2,2,3,1,2,2,2,4,1,1,131,185,13,170,Wan tan mee,1,6,1,3,5,3,3
5,1,2,1,3,37,4,2,2,101,188,111,181,181,181,3,3,3,3,3,3,5,9,0.6428571428571429,1,2,2,2,2,3,3,2,2,1,3,3,1,3,1,1,160,111,9,160,Nasi lemak,2,6,1,4,5,3,3
5,1,2,1,3,41,2,2,2,131,111,181,181,188,151,5,14,1,1,14,3,14,0,0.0,1,4,1,1,1,1,2,1,2,1,1,2,2,4,2,2,101,206,21,111,Lemang,6,5,7,3,2,1,2
5,1,2,1,1,27,4,3,2,101,188,101,181,151,181,2,1,13,1,1,1,1,20,0.9523809523809523,6,3,2,2,2,2,2,2,1,1,3,3,2,2,1,2,121,8,6,121,Fried rice,1,2,6,5,3,3,4
5,1,1,1,1,27,4,4,2,101,101,111,181,151,151,2,4,1,1,2,4,0,28,1.0,8,3,2,2,2,2,2,2,2,4,3,2,2,1,1,1,131,185,13,101,Nasi dagang,2,6,5,3,1,3,3
5,1,1,1,2,44,2,2,1,105,111,188,121,115,188,2,1,1,2,1,2,15,15,0.5,2,1,1,1,1,1,2,1,4,3,2,4,4,4,2,2,101,206,21,111,Nasi briyani,4,2,5,1,8,1,2
5,1,2,1,1,30,4,2,2,101,188,111,181,181,181,2,1,1,1,1,1,0,14,1.0,8,2,2,2,2,2,2,2,3,4,3,3,1,1,1,3,101,206,21,111,Nasi Lemak,1,2,3,4,5,3,2
5,1,2,1,3,29,2,1,1,141,181,181,181,181,181,9,14,14,14,14,14,6,5,0.45454545454545453,1,1,1,1,1,2,3,1,3,3,2,2,2,4,3,3,188,105,10,170,Bone soup,2,4,3,6,5,1,5
5,1,2,1,3,27,2,2,1,131,101,111,115,115,188,4,1,1,9,6,13,12,2,0.14285714285714285,1,1,1,1,1,3,3,1,3,1,2,2,2,4,3,3,101,206,21,111,Tea tarik,1,3,4,6,2,1,5
5,1,1,1,3,53,4,3,1,101,188,111,115,115,115,3,1,1,1,1,1,17,8,0.32,2,4,3,3,1,3,3,3,2,2,3,3,4,4,2,2,140,116,17,101,Roti canai,3,6,4,1,2,7,5
5,1,1,1,1,42,4,3,2,101,101,111,115,188,151,5,13,1,2,13,3,7,15,0.6818181818181818,6,2,2,2,3,3,2,2,3,3,2,1,2,3,2,2,170,7,5,121,Nasi dagang,2,4,5,2,1,3,3
5,1,2,1,3,48,4,3,2,101,188,111,151,115,115,9,13,1,1,4,13,14,7,0.3333333333333333,1,4,3,3,2,1,3,2,1,1,4,2,2,3,1,1,111,114,8,160,Roti canai,1,2,5,1,6,3,2
5,1,2,1,1,35,4,3,2,101,111,111,141,115,135,2,1,3,1,1,6,7,16,0.6956521739130435,1,4,2,2,3,3,2,2,2,2,3,2,1,3,2,2,188,8,6,121,Roti canai,1,3,1,6,4,3,2
5,1,1,1,1,61,4,4,1,101,111,111,181,181,188,2,1,1,14,14,2,14,14,0.5,1,1,3,3,2,1,2,3,2,1,3,3,4,4,1,1,121,25,13,168,Fried mee,4,1,4,5,3,3,2
5,1,2,1,2,46,2,3,2,101,101,101,181,188,181,13,1,1,14,2,14,15,6,0.2857142857142857,1,1,1,1,1,2,2,1,4,4,2,4,4,4,2,2,105,205,20,121,Lemang,1,2,1,2,3,1,1
5,1,2,1,2,41,2,2,1,101,101,181,181,181,181,13,1,14,14,14,14,12,4,0.25,1,1,1,1,1,2,2,1,4,4,3,4,3,4,2,2,101,206,21,105,satay,1,4,1,9,2,1,1
5,1,2,1,1,15,2,3,1,101,188,111,181,181,181,13,9,3,14,14,14,0,21,1.0,6,1,1,1,1,2,2,1,3,2,4,4,4,3,3,3,160,31,9,101,Rendang,1,5,1,3,5,1,1
5,1,1,1,1,55,2,3,1,101,101,111,181,181,181,4,1,1,14,14,14,0,21,1.0,2,1,1,1,1,3,2,1,3,2,3,4,4,3,2,3,101,206,21,111,Rendang,1,5,5,6,7,1,1
6,1,2,1,2,47,4,3,2,101,111,111,181,115,181,2,1,2,1,4,14,12,6,0.3333333333333333,1,2,1,2,3,3,2,3,3,4,2,3,2,4,1,2,168,104,2,160,Nasi Lemak,1,2,6,1,7,4,2
6,1,1,1,2,19,4,4,2,105,188,111,181,181,151,1,1,1,1,3,3,28,4,0.125,6,4,3,3,3,1,3,3,2,2,2,2,2,3,2,3,101,206,21,140,Nasi Lemak,1,5,7,6,4,7,4
6,1,1,1,2,19,3,3,3,131,111,188,181,181,135,1,1,1,14,14,14,23,14,0.3783783783783784,6,1,1,1,1,1,1,1,2,2,2,2,4,2,2,2,101,206,21,121,Rendang,1,4,8,7,5,2,3
6,1,1,1,2,26,3,3,2,131,111,188,181,181,135,2,1,1,14,1,3,13,11,0.4583333333333333,6,1,2,2,2,2,2,2,2,4,4,4,4,2,1,1,101,206,21,111,Nasi kerabu,1,4,5,6,8,4,3
6,1,2,1,2,51,2,3,2,131,111,111,115,188,115,5,9,13,13,4,2,7,5,0.4166666666666667,1,1,1,1,2,1,2,1,2,4,2,4,2,4,2,2,101,206,21,105,Curry Chicken,1,2,5,4,6,1,2
