State,Q1.Malaysian_Citizen,Q2.Gender,Q3.Living_Area,Q4.Grow_Up_Area,Exact_Age,Q6.Ethnic_Group,Q7.No_of_Meals_Per_Day,Q8.No_of_Meals_Between_Intakes,Q9.Norms_for_Breakfast,Q9.Norms_for_Lunch,Q9.Norms_for_Dinner,Q9.Norms_for_Supper,Q9.Norms_for_Snack,Q9.Norms_for_TeaTime,Q10.Beverage_for_Breakfast,Q10.Beverage_for_Lunch,Q10.Beverage_for_Dinner,Q10.Beverage_for_Supper,Q10.Beverage_for_Snack,Q10.Beverage_for_TeaTime,Q11.NO._of_Times_Eat_at_Home_Last_Week,Q11.Recode_NO._of_Times_Eat_at_Home_Last_Week,Q11.Eat_Out_Ratio,Q13.Who_Cooks,Q14.Food_Must_Be,Q15a.Halal,Q15b.Halal,Q15c.Halal,Q15d.Halal,Q15e.Halal,Q15f.Halal,Q16.a,Q16.b,Q16.c,Q16.d,Q16.e,Q16.f,Q16.g,Q16.h,Q17.1,Q17.1rec1,Q17.1rec2,Q17.2,Q17.2rec1,Q19.a,Q19.b,Q22.a,Q22.b,Q22.c,Q29a.Religion,Q30.Religion
6,1,1,2,2,20,2,3,2,101,188,101,115,121,135,6,1,1,4,13,13,21,3,0.125,5,1,1,1,3,1,3,1,3,2,2,3,2,3,3,2,121,200,18,111,nasi lemak,4,1,1,6,8,1,2
7,1,1,3,2,26,2,3,1,101,111,101,181,181,181,4,4,4,14,14,14,0,21,1.0,8,1,1,1,1,1,1,1,2,4,3,3,3,1,1,3,140,5,3,101,Fried chicken,1,4,1,8,9,1,1
7,1,1,1,1,26,4,3,2,101,111,111,181,181,151,4,1,1,14,14,3,14,14,0.5,4,1,3,3,2,3,2,3,3,3,2,4,3,4,2,2,111,114,8,121,Roti canai,1,4,1,5,7,3,2
7,1,2,1,1,59,3,4,2,121,111,111,181,181,151,13,1,1,14,3,14,21,0,0.0,1,4,1,2,1,2,1,1,2,2,2,2,2,2,4,2,121,82,14,105,Nasi Dagang,6,1,5,1,8,2,2
7,1,2,1,1,40,3,3,1,131,101,111,181,181,181,4,1,1,14,14,14,15,6,0.2857142857142857,1,1,2,2,2,2,3,3,2,4,2,2,2,4,2,2,111,114,8,101,Nasi Lemak,4,1,1,5,8,2,1
7,1,2,1,1,40,4,3,1,101,101,111,181,181,181,5,13,1,14,14,14,7,14,0.6666666666666666,6,3,2,2,2,2,1,1,2,4,3,2,2,4,3,3,170,7,5,121,Chicken Rice,1,6,8,4,1,3,2
8,1,2,1,1,29,2,3,2,101,111,111,181,115,115,1,9,1,14,13,13,12,9,0.42857142857142855,7,2,1,1,1,1,1,1,2,3,2,2,2,4,4,3,101,206,21,188,Bah Kut Teh,1,5,5,6,1,1,2
8,1,1,1,1,30,2,3,2,131,101,101,181,115,181,3,1,11,14,2,14,15,6,0.2857142857142857,2,4,1,1,1,1,2,1,2,2,2,4,2,3,2,2,188,111,9,160,Roti canai,4,1,1,5,8,1,2
8,1,1,1,1,45,4,3,2,101,101,101,181,188,181,2,1,1,14,3,14,6,15,0.7142857142857143,8,4,2,2,2,3,3,2,2,2,3,4,2,2,2,2,131,185,13,160,Roti canai,1,3,5,1,8,3,3
8,1,1,1,1,50,2,3,2,105,101,101,181,115,181,3,1,1,14,3,14,21,0,0.0,2,2,1,1,1,1,2,1,2,2,2,2,2,4,2,2,160,182,11,140,Chapati,2,3,4,8,3,1,1
8,1,2,1,2,57,3,3,1,121,111,188,181,181,181,2,1,1,14,14,14,18,3,0.14285714285714285,1,4,2,2,3,3,2,2,2,1,2,2,2,4,2,2,140,116,17,111,Lontong,1,4,4,1,8,2,3
8,1,2,1,1,47,4,3,4,141,101,101,151,121,121,6,1,1,1,2,2,16,5,0.23809523809523808,6,1,2,2,2,1,3,3,2,2,2,2,1,4,1,1,140,116,17,111,Curry Mee,1,2,1,3,2,3,2
8,1,1,1,1,18,4,4,1,121,111,101,188,115,135,2,13,1,4,13,6,3,26,0.896551724137931,6,4,2,2,2,2,2,2,3,3,2,2,3,3,2,2,188,14,10,140,Roti canai,1,2,6,3,5,3,1
9,1,1,1,2,25,4,3,1,105,101,111,181,181,181,5,1,1,14,14,14,16,5,0.23809523809523808,6,3,2,2,2,1,2,1,4,1,3,3,3,4,3,3,121,106,15,101,Satay,1,2,6,3,1,3,2
9,1,1,1,3,24,2,3,2,101,101,111,181,181,115,1,3,3,14,14,13,12,9,0.42857142857142855,6,3,1,1,1,1,2,1,3,1,3,3,3,4,2,3,101,206,21,121,Roti canai,1,2,7,4,3,1,2
9,1,2,1,1,39,2,3,2,105,111,111,181,115,135,4,11,9,4,6,4,11,10,0.47619047619047616,1,1,1,1,1,1,2,1,3,2,2,3,4,4,2,3,111,114,8,140,Nasi Goreng,4,2,6,1,7,1,2
9,1,1,1,1,17,2,3,2,101,101,101,181,115,115,3,1,6,14,13,11,19,2,0.09523809523809523,6,1,1,1,1,1,2,1,3,3,2,2,3,4,2,2,101,206,21,111,Roti canai,1,2,2,3,4,1,2
9,1,1,1,1,20,4,3,2,105,111,111,181,181,115,3,1,1,14,14,6,15,6,0.2857142857142857,6,2,2,2,2,1,2,1,3,3,3,3,3,3,2,2,101,206,21,140,Nasi Lemak,2,1,1,4,6,5,3
9,1,2,3,1,46,2,3,1,101,111,188,181,181,181,2,1,1,14,14,14,0,21,1.0,7,3,1,1,1,3,2,1,1,1,3,4,1,2,3,4,140,5,3,105,Laksa,1,4,8,4,7,1,3
9,1,2,3,3,42,2,3,2,101,111,111,181,181,181,3,1,6,14,14,14,3,18,0.8571428571428571,1,1,1,1,1,3,2,1,1,4,1,2,2,4,2,2,105,201,19,121,Nasi Lemak,1,2,7,6,1,1,1
9,1,1,1,2,57,4,3,2,101,111,111,181,181,115,3,2,1,14,14,2,0,21,1.0,2,1,2,2,2,1,2,1,4,1,3,1,3,2,2,2,121,106,15,105,Roti canai,1,2,6,3,1,3,3
9,1,2,1,3,49,4,2,1,101,181,111,181,181,181,5,14,1,14,14,14,14,0,0.0,1,2,2,2,2,1,2,1,3,1,2,2,2,4,2,2,101,206,21,105,Roti canai,2,6,4,6,7,5,2
9,1,1,3,3,24,4,3,2,131,111,111,181,181,181,5,9,1,14,14,14,17,4,0.19047619047619047,9,4,3,2,2,2,3,2,2,1,2,2,2,4,2,2,140,116,17,168,Nasi dagang,1,6,4,7,1,3,2
9,1,2,1,1,28,2,4,2,101,111,101,181,121,135,3,11,11,14,14,4,17,7,0.2916666666666667,1,1,1,1,1,1,2,1,1,1,2,3,3,4,2,3,101,206,21,111,Roti canai,1,5,1,4,6,1,2
9,1,1,1,3,49,2,3,2,105,111,111,181,181,115,3,2,3,14,14,3,13,8,0.38095238095238093,2,1,1,1,1,1,2,1,3,1,3,3,3,4,2,3,101,206,21,105,Satay,1,2,5,1,3,1,2
9,1,2,1,3,44,2,2,2,101,181,111,181,181,115,2,14,1,14,14,3,14,0,0.0,1,2,1,1,1,1,2,1,4,1,2,2,1,4,2,2,140,116,17,105,Bah Kut Teh,1,2,3,4,1,1,1
9,1,2,1,3,34,2,3,2,121,111,111,181,181,115,2,2,2,14,14,2,20,1,0.04761904761904762,1,1,1,1,1,1,2,1,3,1,2,2,2,4,2,2,101,206,21,170,Fried Koay Teow,1,2,1,4,5,1,2
9,1,1,1,1,34,2,4,2,105,111,111,181,181,115,2,11,3,14,14,11,12,12,0.5,2,1,1,1,1,1,2,1,2,4,1,4,2,4,2,2,101,206,21,111,Tomyam,1,2,1,3,6,1,2
9,1,1,1,1,57,2,2,2,101,181,111,181,181,115,3,14,3,14,14,3,12,10,0.45454545454545453,2,2,1,1,1,1,2,1,3,1,3,3,2,4,2,3,101,206,21,121,Fried banana,1,2,6,1,4,1,2
9,1,2,1,3,31,2,3,2,101,111,111,181,115,115,3,9,1,14,1,3,21,0,0.0,1,1,1,1,1,1,2,1,2,2,2,2,2,4,3,3,101,206,21,111,Asam Laksa,1,2,7,8,6,1,2
9,1,1,1,1,16,2,3,2,105,111,111,181,181,115,1,1,1,14,14,1,19,2,0.09523809523809523,6,2,1,1,1,1,2,1,3,3,2,2,3,4,3,3,101,206,21,111,Nasi lemak,2,1,1,4,5,1,1
9,1,2,1,1,43,4,3,1,101,111,111,181,181,181,2,13,1,14,14,14,7,14,0.6666666666666666,1,3,2,2,2,2,3,2,2,2,3,2,2,3,2,2,131,185,13,140,Rice with side dishes,1,2,4,5,7,3,2
9,1,1,3,3,15,2,3,2,101,111,111,188,181,121,3,1,1,2,14,14,16,4,0.2,6,1,1,1,1,1,2,1,4,2,2,4,2,4,2,2,111,114,8,121,Durian,4,6,9,8,1,1,1
9,1,2,3,3,46,2,3,2,105,111,111,181,181,188,2,1,1,14,14,13,17,4,0.19047619047619047,1,1,1,1,1,1,3,1,2,4,2,2,2,4,2,2,101,206,21,111,Rendang ayam,1,6,8,1,3,1,2
9,1,1,3,3,24,2,4,2,105,111,111,181,121,115,2,13,3,14,6,6,7,12,0.631578947368421,6,1,1,1,1,2,2,1,2,4,2,3,4,4,2,2,111,114,8,101,Nasi briyani,1,4,8,4,1,1,2
9,1,1,3,3,42,4,3,1,101,111,111,181,181,115,2,1,1,14,14,4,11,10,0.47619047619047616,2,1,2,3,2,2,2,2,2,1,2,2,4,4,2,2,101,206,21,111,Rendang ayam,1,2,8,2,5,3,2
9,1,1,1,3,38,2,4,2,105,111,111,181,181,188,2,1,1,14,14,2,14,10,0.4166666666666667,2,1,1,1,1,1,1,1,2,3,3,2,2,4,2,2,101,206,21,111,Nasi Lemak,1,4,1,4,8,1,2
9,1,2,1,3,56,2,3,2,105,111,111,181,181,115,2,2,2,14,14,2,14,3,0.17647058823529413,1,4,1,1,1,2,2,1,4,2,3,3,2,4,2,2,101,206,21,111,Nasi Lemak,1,6,8,4,5,1,2
9,1,2,1,3,43,2,4,2,101,111,111,188,181,181,3,1,1,3,14,14,5,21,0.8076923076923077,8,4,1,1,1,1,1,1,1,1,3,3,3,2,2,2,101,206,21,111,Nasi Lemak,2,6,8,1,4,1,2
9,1,1,1,2,46,4,3,3,141,111,101,121,181,181,2,13,13,14,14,14,12,7,0.3684210526315789,2,1,3,3,3,3,3,3,4,3,2,3,3,3,2,3,168,113,2,140,Nasi Goreng Kampung,1,2,2,5,4,3,2
9,1,1,1,1,28,2,4,2,105,101,101,181,181,188,2,1,1,14,14,2,7,14,0.6666666666666666,8,4,1,1,1,3,2,1,3,3,2,2,3,2,2,2,131,185,13,188,Fried Noodles,1,5,6,7,1,1,2
9,1,1,1,1,52,2,3,1,121,111,111,181,181,151,2,1,1,14,14,2,10,14,0.5833333333333334,8,4,1,1,1,1,2,1,2,4,4,2,3,2,2,2,140,112,16,160,Roti canai,3,1,1,2,8,1,2
9,1,1,3,3,34,4,3,3,105,111,188,188,181,181,2,1,1,4,14,14,18,3,0.14285714285714285,2,2,2,1,2,2,2,2,2,1,2,4,1,4,2,2,168,121,2,188,Roti canai,1,7,1,4,5,5,3
9,1,1,1,1,21,4,3,1,105,111,111,181,181,181,1,1,1,14,14,14,14,7,0.3333333333333333,2,1,1,3,2,2,2,2,3,1,1,2,2,4,2,2,101,206,21,168,Roti canai,1,4,4,5,8,3,2
9,1,2,1,1,43,2,3,1,101,111,111,181,181,181,3,9,9,14,14,14,15,6,0.2857142857142857,1,1,1,1,1,1,1,1,4,1,2,3,3,4,3,3,101,206,21,105,Tosai,1,4,4,5,1,1,2
9,1,2,1,1,36,2,3,1,101,111,111,181,181,181,3,9,9,14,14,14,15,6,0.2857142857142857,1,1,1,1,1,1,1,1,3,2,2,3,3,4,2,2,105,184,4,101,Kuih Muih,2,1,1,4,5,1,2
9,1,1,1,1,58,4,3,1,105,111,101,181,181,181,3,1,1,14,14,14,7,17,0.7083333333333334,2,1,2,2,2,2,2,2,3,4,3,4,4,2,2,2,140,116,17,101,Curry puff,1,5,3,5,6,3,2
9,1,1,1,1,22,4,3,1,131,111,111,181,181,181,2,1,1,14,14,14,7,13,0.65,6,1,3,3,3,3,3,3,3,3,3,2,3,2,2,3,188,118,9,111,Nasi lemak,5,1,3,2,1,3,2
9,1,1,1,1,25,4,3,1,101,101,111,181,181,181,7,9,4,14,14,14,7,13,0.65,2,1,3,3,3,3,3,3,3,3,2,3,3,2,3,3,111,114,8,140,Nasi lemak,1,3,6,4,1,4,3
9,1,1,1,1,18,4,3,1,101,111,111,181,181,181,3,3,3,14,14,14,18,3,0.14285714285714285,6,2,2,2,1,1,2,2,4,4,3,4,4,4,3,3,105,184,4,101,Nasi lemak,1,4,6,4,5,3,2
9,1,1,1,1,43,4,2,1,105,111,111,181,181,181,3,9,9,14,14,14,10,4,0.2857142857142857,2,1,1,1,1,1,1,1,4,4,3,4,3,4,3,3,101,206,21,105,Ikan,1,4,1,4,3,3,2
9,1,2,1,1,39,4,3,1,101,111,111,181,181,181,3,1,1,14,14,14,18,3,0.14285714285714285,1,1,1,2,1,2,1,1,4,4,3,3,2,4,4,3,101,206,21,188,Nasi lemak,1,2,3,1,4,3,2
9,1,2,1,1,41,4,3,1,101,111,111,181,181,181,3,3,9,14,14,14,15,6,0.2857142857142857,1,1,2,2,1,2,2,2,4,2,2,3,3,4,3,3,131,185,13,105,Curry Mee,3,1,5,4,1,3,2
9,1,1,1,1,60,4,3,1,101,111,111,181,181,181,3,1,9,14,14,14,11,10,0.47619047619047616,2,1,2,2,2,2,2,2,4,4,3,3,2,4,2,2,168,121,2,105,Nasi lemak,1,3,3,2,1,3,2
9,1,1,1,1,16,2,3,2,101,111,111,181,181,181,1,3,3,14,14,14,15,10,0.4,6,1,1,1,1,1,1,1,3,1,3,4,4,4,2,2,105,184,4,101,Roti,2,4,4,6,1,1,2
9,1,2,1,2,31,2,3,2,101,111,111,181,181,181,3,1,9,14,14,14,21,14,0.4,1,1,1,1,1,1,2,1,3,1,2,3,2,4,3,3,105,3,1,140,Tomyam,5,1,6,3,8,1,2
10,1,2,3,3,22,2,3,2,101,111,111,181,181,151,6,11,1,14,6,4,7,14,0.6666666666666666,6,1,1,1,1,1,2,1,3,4,2,2,2,4,2,2,101,206,21,121,Chicken Rice,1,2,3,4,6,1,2
10,1,1,3,3,57,2,3,2,131,111,111,181,181,151,3,1,1,14,14,3,7,14,0.6666666666666666,9,1,1,1,1,1,1,1,3,3,1,2,2,4,2,2,101,206,21,105,Fried chicken,1,2,3,8,5,1,2
10,1,1,3,2,19,2,3,2,131,111,111,181,181,151,5,9,11,14,14,4,14,7,0.3333333333333333,6,1,1,1,1,1,1,1,2,4,2,4,4,4,2,2,105,201,19,121,sticky rice,1,2,1,6,2,1,2
10,1,1,3,3,36,4,4,2,131,111,111,188,181,151,13,9,3,13,14,4,7,21,0.75,2,1,3,3,3,3,3,3,4,2,3,4,4,3,2,2,111,114,8,101,Satay,1,4,5,3,8,3,3
10,1,2,3,3,48,2,3,2,105,111,111,181,181,135,2,3,1,14,14,3,7,14,0.6666666666666666,1,1,1,1,1,3,2,1,4,3,2,2,2,4,2,2,105,200,18,105,Roti canai,1,2,1,4,3,1,3
10,1,1,3,3,19,2,3,2,101,111,188,181,181,135,3,11,3,14,14,3,2,10,0.8333333333333334,6,1,1,1,1,3,2,1,4,1,2,2,2,4,1,2,101,206,21,121,Chicken,1,5,1,4,6,1,3
10,1,1,3,3,18,2,3,2,101,111,111,181,181,135,5,9,1,14,14,3,21,0,0.0,6,1,1,1,1,2,2,1,3,1,2,2,2,4,2,2,101,206,21,105,nasi ayam,5,2,1,4,5,1,3
10,1,2,1,1,46,2,3,2,105,111,111,181,181,135,5,1,1,14,14,3,21,0,0.0,1,1,1,1,1,1,1,1,3,1,1,3,2,4,3,3,105,202,20,188,Nasi dagang,1,4,4,7,6,1,2
10,1,2,1,1,16,4,3,2,101,111,111,181,181,135,5,13,1,14,14,6,16,5,0.23809523809523808,6,3,1,1,1,3,2,1,1,1,2,2,2,4,2,2,101,206,21,121,Roti canai,1,2,3,4,6,3,2
10,1,1,3,3,34,4,3,2,105,111,111,181,181,151,5,13,9,14,14,2,7,14,0.6666666666666666,2,1,3,1,2,3,3,3,2,4,2,2,2,4,2,2,105,184,4,121,Roti canai,1,2,4,7,3,3,2
10,1,2,1,1,64,2,3,2,131,111,111,181,181,135,13,1,1,14,14,3,21,0,0.0,1,1,1,1,1,1,3,1,2,1,1,3,1,4,4,4,101,206,21,111,Lemak ikan patin,1,4,6,7,3,1,1
10,1,1,1,1,16,2,3,2,121,111,101,181,181,135,5,3,3,14,14,13,14,7,0.3333333333333333,6,1,1,1,1,3,3,1,4,1,1,4,4,4,2,2,188,13,9,111,Nasi tomato,1,5,3,1,2,1,2
11,1,1,1,1,18,2,3,1,105,111,111,181,181,181,5,11,1,14,14,14,14,7,0.3333333333333333,6,1,1,1,1,3,3,1,4,1,1,2,2,4,2,2,101,117,5,121,Nasi Lemak,1,3,8,3,4,1,3
11,1,2,1,1,22,2,3,1,121,111,111,181,181,181,2,1,1,14,14,14,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,3,2,2,3,3,4,3,3,101,206,21,140,Roti canai,1,4,5,4,1,1,1
11,1,2,3,3,19,2,3,2,101,111,111,181,181,131,4,1,3,14,14,6,14,7,0.3333333333333333,6,1,1,1,1,1,2,1,2,2,1,2,2,4,4,4,101,206,21,111,Laksa,1,4,5,1,4,1,1
11,1,2,3,3,16,2,3,1,121,111,111,181,181,181,5,11,3,14,14,4,14,7,0.3333333333333333,6,1,1,1,1,3,2,1,4,1,1,2,1,4,3,3,101,206,21,105,Satay,1,2,8,3,4,1,3
11,1,2,1,1,28,2,3,2,131,111,111,181,181,135,3,1,3,14,14,3,14,7,0.3333333333333333,1,1,1,1,1,1,2,1,4,1,1,4,2,4,4,4,140,116,17,101,Roti canai,1,4,5,1,4,1,1
11,1,2,1,1,25,2,2,2,101,181,111,181,181,135,2,14,1,14,14,3,7,7,0.5,9,1,1,1,1,1,2,1,4,4,1,2,2,4,4,4,101,206,21,121,Nasi Lemak,1,4,5,1,3,1,1
11,1,1,1,1,64,2,2,2,101,181,111,181,181,135,2,14,3,14,14,2,7,7,0.5,2,1,1,1,1,1,2,1,2,1,1,3,2,4,4,4,101,206,21,111,Nasi lemak,1,4,5,1,4,1,1
12,1,2,2,2,33,2,3,2,105,111,111,181,181,135,3,1,1,14,14,3,14,7,0.3333333333333333,1,1,1,1,1,1,2,1,4,1,2,2,2,4,2,2,105,202,20,105,Burger,1,2,1,3,5,1,1
12,1,1,1,1,26,2,3,2,101,111,111,181,181,151,5,1,1,14,14,6,14,7,0.3333333333333333,6,1,1,1,2,3,2,2,3,2,1,2,1,4,3,4,105,20,12,188,Laksa,4,1,1,3,5,1,3
12,1,2,3,3,35,2,3,4,105,111,111,181,115,181,6,9,6,14,9,14,7,14,0.6666666666666666,9,1,1,1,1,2,2,1,2,4,2,2,2,4,2,4,140,116,17,101,Satay,1,6,1,3,5,1,2
12,1,1,3,3,17,2,3,2,105,111,111,181,181,151,3,11,3,14,14,6,21,0,0.0,6,1,1,1,1,1,2,1,2,1,2,2,1,4,1,2,101,206,21,105,Fried Pork with Ginger,1,4,3,4,1,1,3
12,1,1,3,3,17,2,3,4,121,111,111,181,181,135,3,3,3,14,14,3,16,5,0.23809523809523808,6,3,1,1,1,3,2,1,2,1,2,3,1,4,1,1,140,116,17,101,Fried Pork with Ginger,1,2,4,3,5,1,2
13,1,1,1,1,44,4,2,2,121,111,111,188,188,115,2,1,1,2,2,2,18,10,0.35714285714285715,2,1,2,2,2,2,2,2,2,3,2,2,1,4,3,3,121,8,6,140,Chicken rice,1,6,5,3,2,4,2
13,1,2,3,3,34,4,3,2,101,111,111,115,115,131,7,9,1,1,4,4,5,25,0.8333333333333334,6,1,2,3,3,3,3,2,2,3,3,2,1,3,2,3,101,206,21,121,Kerabu rice,1,6,5,8,6,4,2
13,1,2,1,2,19,2,3,2,101,101,111,121,121,188,13,1,1,1,13,13,18,3,0.14285714285714285,6,4,1,1,1,1,2,1,2,1,4,2,3,4,4,2,101,206,21,188,Nasi lemak,1,4,4,8,2,1,2
13,1,2,2,3,47,1,2,2,121,111,111,141,115,115,13,1,1,13,3,3,18,2,0.1,1,1,2,2,1,1,2,1,2,2,2,2,1,4,2,2,105,3,1,160,Nasi Lemak,1,2,5,1,8,4,2
13,1,1,1,3,47,1,3,2,101,111,111,181,115,115,2,1,1,1,3,6,18,3,0.14285714285714285,9,4,1,1,1,1,2,1,1,2,3,3,2,4,2,2,160,31,9,168,Lontong,1,6,1,6,8,1,2
13,1,2,1,1,34,1,3,2,101,188,111,181,121,181,5,3,1,9,9,4,21,0,0.0,1,1,1,3,3,2,3,1,4,1,2,2,2,4,3,3,105,206,21,101,Roti canai,1,4,3,1,5,4,2
13,1,1,2,2,29,1,3,2,101,188,111,181,121,181,5,1,1,1,9,9,21,0,0.0,1,1,2,2,2,3,3,3,2,1,2,3,1,4,3,3,160,110,9,188,Fried rice,5,4,5,1,6,4,2
13,1,1,3,3,15,1,3,2,101,188,111,181,181,181,4,1,1,1,13,6,14,6,0.3,6,3,2,2,1,2,1,3,3,2,2,2,2,3,2,1,105,20,12,188,Fried mee,3,2,5,4,6,4,2
13,1,2,3,3,15,1,3,1,101,188,111,181,181,181,4,1,1,6,9,6,18,3,0.14285714285714285,6,1,2,2,2,3,2,1,3,1,2,2,3,4,2,2,105,203,20,121,Satay,1,5,1,4,2,4,4
13,1,2,3,3,16,1,3,1,101,188,111,181,181,181,1,1,4,6,9,6,18,3,0.14285714285714285,6,4,2,3,3,3,3,3,2,1,2,2,2,4,3,3,105,30,9,105,Roti canai,1,5,5,6,7,4,2
13,1,2,3,3,16,1,2,1,101,181,188,181,181,181,5,1,1,1,13,6,12,2,0.14285714285714285,6,1,3,3,3,2,3,1,1,1,2,1,1,4,3,3,105,30,9,168,Roti canai,1,4,5,1,6,4,2
13,1,1,1,2,43,4,2,2,121,111,111,188,188,115,2,1,1,2,2,2,18,10,0.35714285714285715,2,1,2,3,3,2,3,2,2,3,2,2,1,4,2,2,160,8,6,160,Curry fish,1,6,2,3,5,4,2
13,1,1,2,3,24,1,2,1,101,101,101,121,121,115,1,3,3,6,3,2,5,18,0.782608695652174,9,1,2,2,2,2,2,2,2,2,3,3,3,3,1,3,188,201,19,131,Laksa,6,1,1,3,4,4,1
14,1,1,1,1,21,2,4,2,121,111,111,115,181,181,2,2,3,3,14,14,21,0,0.0,6,1,1,1,1,2,1,1,1,2,2,2,2,4,2,2,105,3,1,160,satay,2,1,8,4,1,1,2
14,1,2,1,1,33,4,3,2,131,111,188,181,181,181,13,1,1,14,14,14,14,7,0.3333333333333333,1,1,3,3,3,3,3,3,2,2,3,3,2,4,3,3,111,114,8,101,Rojak,1,2,3,4,5,3,2
14,1,2,2,2,52,4,3,2,121,111,111,181,181,181,2,1,1,14,14,14,11,10,0.47619047619047616,1,1,3,3,3,3,3,3,4,2,3,3,2,4,3,2,121,106,15,121,Mee,1,4,2,1,5,3,2
14,1,2,1,1,38,4,3,2,131,111,111,181,181,181,6,1,1,14,14,14,10,14,0.5833333333333334,9,1,2,2,2,2,2,2,4,2,3,3,2,4,3,2,121,106,15,111,Nasi Lemak,4,1,1,3,5,4,1
14,1,1,1,3,41,1,2,2,101,111,111,181,181,181,5,1,1,14,14,14,11,3,0.21428571428571427,1,1,2,1,2,3,2,2,2,3,3,2,3,3,2,2,121,106,15,121,Eggs,1,6,1,3,5,4,2
14,1,2,1,1,44,1,3,1,121,111,111,181,181,181,2,1,1,14,14,14,20,1,0.04761904761904762,1,1,3,3,2,2,1,3,2,1,2,2,3,4,2,2,121,106,15,105,Prawn Mee,1,4,1,5,4,4,1
14,1,1,1,1,20,2,3,2,121,111,111,181,181,181,5,1,1,14,14,14,21,3,0.125,6,1,1,1,1,1,1,1,3,2,3,3,3,4,2,2,101,206,21,105,Vegetable,1,4,1,5,4,1,2
1,1,1,2,2,33,2,3,2,141,111,111,151,151,151,13,13,13,13,14,14,3,18,0.8571428571428571,8,1,1,1,1,1,1,1,3,3,3,4,4,2,2,2,160,206,21,105,satay,2,1,2,4,3,1,2
1,1,2,2,2,39,2,3,2,101,111,111,188,151,151,4,4,3,14,14,14,12,4,0.25,1,1,1,1,1,1,1,1,3,3,4,2,4,3,2,2,105,23,13,140,Nasi lemak,1,2,4,5,3,1,2
1,1,2,2,3,41,2,3,2,141,111,111,141,151,151,2,2,3,2,3,1,12,2,0.14285714285714285,1,1,1,1,1,2,2,1,3,3,3,3,3,3,2,2,131,111,9,188,Roti canai,4,2,3,4,2,1,1
1,1,1,1,1,25,2,2,2,105,111,111,141,151,151,3,2,1,1,1,2,13,7,0.35,6,1,1,1,1,2,2,1,3,1,2,2,2,4,3,3,160,18,9,188,Fried Koay Teow,2,1,2,3,1,1,1
2,1,1,2,2,35,2,2,2,105,111,111,151,151,151,4,14,2,2,14,14,4,22,0.8461538461538461,2,1,1,1,1,2,1,1,3,4,4,4,4,3,2,2,101,206,21,160,Sambal,1,2,3,4,5,1,1
2,1,1,2,2,30,2,2,2,141,111,111,151,151,151,13,13,13,13,14,14,3,18,0.8571428571428571,8,1,1,1,1,2,2,1,3,3,3,3,4,2,2,2,101,206,21,121,Sambal,1,2,2,3,4,1,2
2,1,2,2,2,40,2,2,1,101,111,111,188,151,151,4,4,3,14,14,14,12,4,0.25,1,1,1,1,1,1,2,1,3,3,4,2,4,3,2,2,131,23,13,140,Onion,1,2,3,4,5,1,2
2,1,2,3,3,39,2,2,1,141,111,111,141,151,151,2,2,3,2,3,1,12,2,0.14285714285714285,1,1,1,1,1,2,2,1,3,3,3,3,3,3,2,3,188,121,2,160,Satay,1,2,2,3,4,1,1
2,1,2,2,2,26,2,2,2,141,111,111,188,141,188,3,1,3,13,14,14,3,13,0.8125,6,1,1,1,1,2,2,1,3,3,3,3,3,2,2,3,188,111,9,131,Baked fish,1,2,2,3,1,1,1
2,1,1,2,2,30,2,2,1,141,111,111,141,141,188,3,3,4,9,13,13,2,10,0.8333333333333334,8,1,1,1,1,2,2,1,3,3,3,4,4,2,2,2,121,82,14,121,Fried Koay Teow,1,2,4,3,5,1,2
2,1,1,1,1,50,4,3,1,121,111,111,151,151,151,2,2,1,6,13,9,15,6,0.2857142857142857,2,1,2,2,1,1,1,1,2,1,2,3,2,4,2,2,121,106,15,160,Satay,2,4,2,5,6,5,2
2,1,1,1,1,56,4,3,1,141,101,101,151,151,151,2,1,1,1,1,1,15,3,0.16666666666666666,1,4,2,3,2,3,3,3,2,3,2,3,3,3,1,1,121,106,15,121,Onion,1,5,5,2,4,3,3
2,1,1,2,2,30,2,2,2,121,101,101,188,115,151,9,11,6,13,13,13,14,0,0.0,6,1,1,1,1,1,3,1,3,2,2,4,4,2,2,2,121,8,6,121,Satay,1,2,6,7,8,1,2
2,1,2,2,2,18,2,2,2,101,101,188,188,115,151,3,9,11,13,14,14,21,8,0.27586206896551724,6,1,1,1,1,2,1,1,3,3,4,3,3,2,2,2,121,106,15,121,Ketupat,1,4,3,5,7,1,1
2,1,1,2,2,40,2,2,2,121,188,188,188,188,151,3,4,11,13,13,13,3,11,0.7857142857142857,8,1,1,1,1,1,3,1,3,3,4,4,4,3,2,1,101,206,21,105,Kurma curry,1,2,3,4,5,1,1
2,1,2,2,2,36,2,2,2,121,101,188,121,151,121,3,3,4,14,14,14,6,8,0.5714285714285714,6,1,1,1,1,2,2,1,3,3,2,3,3,2,3,2,160,100,7,188,Masak kicap,2,4,4,5,7,1,1
2,1,2,2,2,40,2,3,2,101,101,111,188,115,151,1,1,3,3,4,4,20,5,0.2,8,1,1,1,1,1,2,1,3,3,3,2,3,3,2,2,101,206,21,105,Roti canai,5,1,5,6,3,1,3
